ticket_id,movie_id,title,release_date,original_language,adult,cinema,city,show_time,seat_category,age,sex,no_of_persons,ticket_type,ticket_price,payment_price,payment_type,booking_date
TKT0112150,927254,The Twits,2025-10-17,en,FALSE,Mukta A2,Ahmedabad,Evening,Gold,52,Male,4,Regular,140,583,UPI,2025-10-22
TKT0112151,617126,The Fantastic 4: First Steps,2025-07-25,en,FALSE,Wave,Pune,Afternoon,Silver,40,Male,5,VIP,220,1123,Credit Card,2025-08-13
TKT0112152,1086910,The Lost Princess,2025-10-16,en,FALSE,Cinepolis,Chandigarh,Afternoon,Platinum,46,Male,2,Balcony,220,458,Net Banking,2025-10-21
TKT0112153,1428278,K-Ramp,2025-10-18,te,TRUE,Mukta A2,Kolkata,Evening,Silver,47,Male,2,VIP,220,448,Credit Card,2024-11-03
TKT0112154,1383557,Revival,2024-11-28,en,FALSE,PVR Cinemas,Delhi,Afternoon,Gold,35,Other,2,Regular,140,289,Credit Card,2024-12-05
TKT0112155,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,INOX,Bangalore,Night,Silver,31,Female,1,Balcony,170,188,Credit Card,2025-10-23
TKT0112156,1061474,Superman,2025-07-11,en,FALSE,INOX,Ahmedabad,Morning,Silver,58,Male,5,Student,140,711,Net Banking,2025-07-29
TKT0112157,1428816,Mithra Mandali,2025-10-17,te,FALSE,Carnival,Ahmedabad,Night,Silver,21,Female,1,Regular,170,180,UPI,2025-10-30
TKT0112158,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,Miraj,Kolkata,Evening,Gold,22,Male,5,Regular,140,716,Wallet,2025-08-01
TKT0112159,617126,The Fantastic 4: First Steps,2025-07-25,en,FALSE,INOX,Delhi,Night,Silver,25,Female,5,Student,220,1113,UPI,2025-08-21
TKT0112160,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Carnival,Bangalore,Evening,Silver,55,Male,1,Student,220,237,Debit Card,2025-10-23
TKT0112161,1156593,Your Fault,2024-12-27,es,FALSE,Cinepolis,Kolkata,Evening,Silver,38,Male,1,Regular,120,132,Debit Card,2025-01-23
TKT0112162,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,INOX,Kolkata,Night,Gold,65,Female,1,Regular,140,151,Net Banking,2025-10-15
TKT0112163,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,Carnival,Delhi,Night,Gold,41,Female,1,Student,160,174,Wallet,2025-07-26
TKT0112164,1107216,Pets on a Train,2025-07-02,fr,FALSE,Wave,Chandigarh,Evening,Platinum,68,Male,5,Balcony,140,719,Credit Card,2025-07-29
TKT0112165,1038392,The Conjuring: Last Rites,2025-09-05,en,FALSE,Carnival,Kolkata,Afternoon,Gold,54,Male,2,Balcony,150,307,Net Banking,2025-09-07
TKT0112166,1553472,Marutham,2025-10-10,ta,TRUE,Mukta A2,Kolkata,Night,Platinum,46,Male,1,Balcony,220,238,UPI,2024-11-03
TKT0112167,1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025-09-26,ja,FALSE,Carnival,Mumbai,Evening,Platinum,55,Male,4,VIP,220,892,Credit Card,2025-10-16
TKT0112168,1089729,Devi Chowdhurani,2025-09-26,bn,TRUE,Carnival,Delhi,Afternoon,Gold,37,Female,5,Regular,160,811,UPI,2024-11-03
TKT0112169,1559092,Will,2025-10-10,ta,FALSE,Mukta A2,Mumbai,Morning,Platinum,46,Female,3,Regular,170,530,Credit Card,2025-10-31
TKT0112170,1328803,Prisoner of War,2025-09-19,en,FALSE,Wave,Pune,Morning,Gold,15,Male,1,Balcony,160,169,Net Banking,2025-10-11
TKT0112171,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,Wave,Hyderabad,Evening,Silver,50,Male,3,Regular,200,623,Wallet,2025-05-10
TKT0112172,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,Carnival,Kolkata,Morning,Platinum,37,Female,3,Balcony,140,431,Credit Card,2025-09-25
TKT0112173,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,Wave,Ahmedabad,Night,Platinum,35,Other,4,Regular,120,498,Debit Card,2025-06-02
TKT0112174,1128614,A Nice Indian Boy,2025-10-17,en,FALSE,Wave,Kolkata,Morning,Gold,48,Male,2,Balcony,140,287,Debit Card,2025-10-22
TKT0112175,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,Miraj,Pune,Night,Gold,20,Male,5,Regular,120,625,Wallet,2025-06-30
TKT0112176,1257009,Primitive War,2025-09-01,en,FALSE,INOX,Hyderabad,Morning,Silver,65,Male,1,Student,140,145,UPI,2025-09-26
TKT0112177,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,PVR Cinemas,Chandigarh,Afternoon,Gold,67,Female,3,Student,170,520,Net Banking,2025-10-27
TKT0112178,1128614,A Nice Indian Boy,2025-10-17,en,FALSE,Miraj,Ahmedabad,Evening,Silver,67,Male,1,VIP,220,241,Debit Card,2025-10-22
TKT0112179,985379,Diesel,2025-10-17,ta,FALSE,Mukta A2,Hyderabad,Night,Platinum,27,Female,4,Student,170,705,UPI,2025-10-17
TKT0112180,1270908,The Pet Detective,2025-10-16,ml,TRUE,Cinepolis,Pune,Evening,Gold,34,Male,3,Regular,140,434,Net Banking,2024-11-03
TKT0112181,1089729,Devi Chowdhurani,2025-09-26,bn,TRUE,Carnival,Ahmedabad,Evening,Gold,19,Male,2,Balcony,170,361,Debit Card,2024-11-03
TKT0112182,941109,Play Dirty,2025-09-30,en,FALSE,PVR Cinemas,Chandigarh,Evening,Platinum,37,Female,1,VIP,170,190,Credit Card,2025-10-24
TKT0112183,617126,The Fantastic 4: First Steps,2025-07-25,en,FALSE,Miraj,Chandigarh,Evening,Silver,48,Male,4,VIP,240,965,Wallet,2025-08-16
TKT0112184,1519168,The Jester 2,2025-09-15,en,FALSE,Wave,Kolkata,Evening,Gold,49,Female,5,Student,140,714,Debit Card,2025-09-22
TKT0112185,1318855,Sharthopor,2025-10-21,bn,TRUE,Carnival,Mumbai,Morning,Gold,67,Male,1,Student,170,186,Debit Card,2024-11-03
TKT0112186,1330421,Bone Lake,2025-10-02,en,FALSE,Carnival,Chandigarh,Night,Silver,51,Male,2,Student,140,289,Net Banking,2025-10-20
TKT0112187,1038392,The Conjuring: Last Rites,2025-09-05,en,FALSE,PVR Cinemas,Delhi,Evening,Silver,58,Male,5,Student,170,867,Wallet,2025-10-03
TKT0112188,1330421,Bone Lake,2025-10-02,en,FALSE,Carnival,Pune,Morning,Gold,52,Female,3,Balcony,170,522,UPI,2025-10-16
TKT0112189,1234821,Jurassic World Rebirth,2025-07-04,en,TRUE,INOX,Bangalore,Morning,Platinum,34,Male,4,VIP,220,892,Wallet,2024-11-03
TKT0112190,1280450,Stolen Girl,2025-09-04,en,FALSE,Wave,Ahmedabad,Morning,Platinum,43,Male,3,VIP,140,430,Wallet,2025-09-29
TKT0112191,1070157,Balti,2025-09-26,ml,FALSE,INOX,Delhi,Night,Platinum,34,Female,1,Regular,99,122,Wallet,2025-10-24
TKT0112192,1089729,Devi Chowdhurani,2025-09-26,bn,TRUE,Carnival,Hyderabad,Night,Silver,29,Male,3,Regular,190,581,Net Banking,2024-11-03
TKT0112193,238,The Godfather,2025-09-12,en,TRUE,Cinepolis,Pune,Afternoon,Silver,63,Female,5,Balcony,170,864,Wallet,2024-11-03
TKT0112194,1383557,Revival,2024-11-28,en,FALSE,Wave,Ahmedabad,Morning,Silver,24,Female,3,Student,220,685,Wallet,2024-12-03
TKT0112195,1535290,Host,2025-10-09,th,FALSE,Mukta A2,Ahmedabad,Afternoon,Gold,68,Male,2,VIP,170,351,Wallet,2025-10-30
TKT0112196,1291661,Tide,2024-09-12,en,FALSE,Miraj,Pune,Morning,Gold,57,Male,2,Balcony,140,300,Net Banking,2024-10-01
TKT0112197,1559092,Will,2025-10-10,ta,FALSE,Miraj,Kolkata,Morning,Gold,43,Male,3,Student,170,518,Net Banking,2025-10-17
TKT0112198,1280282,Gabby's Dollhouse: The Movie,2025-10-17,en,FALSE,PVR Cinemas,Hyderabad,Afternoon,Gold,67,Female,5,Regular,140,708,Net Banking,2025-10-23
TKT0112199,1362315,The Hand That Rocks the Cradle,2025-10-21,en,FALSE,INOX,Pune,Morning,Gold,15,Female,1,Balcony,140,160,Wallet,2025-10-30
TKT0112200,1284120,The Ugly Stepsister,2025-03-07,no,FALSE,Carnival,Bangalore,Afternoon,Gold,19,Female,3,VIP,180,564,Credit Card,2025-04-01
TKT0112201,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,Cinepolis,Mumbai,Night,Gold,52,Male,2,VIP,170,355,Net Banking,2025-10-17
TKT0112202,985379,Diesel,2025-10-17,ta,FALSE,PVR Cinemas,Ahmedabad,Morning,Gold,28,Female,4,VIP,240,971,Net Banking,2025-10-18
TKT0112203,760329,The Smashing Machine,2025-10-10,en,FALSE,Miraj,Mumbai,Afternoon,Platinum,68,Female,4,Balcony,190,768,Wallet,2025-10-18
TKT0112204,507244,Afterburn,2025-08-20,en,FALSE,Miraj,Kolkata,Night,Platinum,11,Female,5,Regular,220,1109,Credit Card,2025-08-20
TKT0112205,1257957,Bison Kaalamaadan,2025-10-17,ta,FALSE,Carnival,Pune,Evening,Gold,19,Male,5,Student,190,957,Credit Card,2025-10-25
TKT0112206,1553472,Marutham,2025-10-10,ta,TRUE,Carnival,Mumbai,Evening,Platinum,65,Female,1,Balcony,220,237,Credit Card,2024-11-03
TKT0112207,803796,KPop Demon Hunters,2025-06-20,en,FALSE,PVR Cinemas,Pune,Evening,Platinum,13,Male,4,Student,130,537,UPI,2025-06-29
TKT0112208,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,INOX,Ahmedabad,Night,Platinum,41,Male,3,Student,140,430,Debit Card,2025-10-21
TKT0112209,533533,TRON: Ares,2025-10-10,en,FALSE,Miraj,Mumbai,Afternoon,Silver,51,Female,5,Regular,99,520,Credit Card,2025-10-17
TKT0112210,1321108,Dude,2025-10-17,ta,FALSE,Carnival,Kolkata,Afternoon,Platinum,53,Other,4,Balcony,140,574,Credit Card,2025-10-30
TKT0112211,1061474,Superman,2025-07-11,en,FALSE,Carnival,Mumbai,Afternoon,Gold,31,Female,1,Student,240,264,Wallet,2025-08-09
TKT0112212,949855,Black Mold,2025-01-30,en,FALSE,Carnival,Mumbai,Night,Platinum,63,Male,4,Balcony,140,573,Wallet,2025-02-09
TKT0112213,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,Wave,Pune,Afternoon,Gold,12,Male,5,Student,140,713,Credit Card,2025-08-05
TKT0112214,1318855,Sharthopor,2025-10-21,bn,TRUE,Miraj,Delhi,Night,Gold,25,Female,4,Student,140,571,Credit Card,2024-11-03
TKT0112215,1054867,One Battle After Another,2025-09-26,en,FALSE,Miraj,Bangalore,Night,Gold,24,Female,4,Balcony,230,932,Credit Card,2025-10-19
TKT0112216,533533,TRON: Ares,2025-10-10,en,FALSE,Cinepolis,Pune,Evening,Silver,11,Female,1,Student,170,195,UPI,2025-10-23
TKT0112217,1422096,Good Boy,2025-10-01,en,TRUE,Wave,Hyderabad,Morning,Platinum,24,Male,4,Regular,220,888,Debit Card,2024-11-03
TKT0112218,941109,Play Dirty,2025-09-30,en,FALSE,INOX,Ahmedabad,Night,Silver,12,Female,2,Balcony,220,453,UPI,2025-10-09
TKT0112219,1323880,Idli Kadai,2025-10-01,ta,FALSE,INOX,Bangalore,Afternoon,Platinum,69,Female,3,Balcony,220,677,Wallet,2025-10-29
TKT0112220,941109,Play Dirty,2025-09-30,en,FALSE,Cinepolis,Bangalore,Morning,Gold,21,Female,3,VIP,220,667,Wallet,2025-10-15
TKT0112221,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,INOX,Mumbai,Afternoon,Silver,59,Male,3,Student,170,533,Net Banking,2025-10-20
TKT0112222,793387,Holy Night: Demon Hunters,2025-04-30,ko,FALSE,Miraj,Kolkata,Evening,Platinum,23,Female,5,Student,180,909,Debit Card,2025-05-05
TKT0112223,1428816,Mithra Mandali,2025-10-17,te,FALSE,INOX,Pune,Evening,Platinum,69,Female,5,VIP,220,1115,Debit Card,2025-10-27
TKT0112224,1323880,Idli Kadai,2025-10-01,ta,FALSE,Mukta A2,Ahmedabad,Evening,Gold,48,Male,5,Balcony,140,712,Wallet,2025-10-29
TKT0112225,1128614,A Nice Indian Boy,2025-10-17,en,FALSE,INOX,Chandigarh,Evening,Silver,52,Male,3,VIP,220,669,Credit Card,2025-10-22
TKT0112226,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,Miraj,Hyderabad,Evening,Silver,19,Male,4,VIP,170,703,Debit Card,2025-07-04
TKT0112227,1197137,Black Phone 2,2025-10-17,en,FALSE,Carnival,Ahmedabad,Night,Silver,56,Female,5,Balcony,170,875,Wallet,2025-10-30
TKT0112228,1284120,The Ugly Stepsister,2025-03-07,no,FALSE,INOX,Delhi,Afternoon,Silver,56,Female,1,VIP,150,165,Net Banking,2025-03-20
TKT0112229,894924,Raghu Dakat,2025-09-25,bn,FALSE,Miraj,Mumbai,Night,Silver,14,Female,4,VIP,170,690,UPI,2025-10-23
TKT0112230,1548586,Kutram Thavir,2025-09-26,ta,FALSE,Carnival,Delhi,Night,Platinum,23,Male,4,Balcony,170,692,Wallet,2025-10-01
TKT0112231,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-09-12,ja,TRUE,Cinepolis,Kolkata,Afternoon,Platinum,29,Female,1,Student,170,177,UPI,2024-11-03
TKT0112232,760329,The Smashing Machine,2025-10-10,en,FALSE,Miraj,Mumbai,Night,Silver,26,Male,2,Student,170,354,Debit Card,2025-10-22
TKT0112233,1184918,The Wild Robot,2024-09-12,en,TRUE,Cinepolis,Kolkata,Night,Silver,35,Female,4,Student,220,888,Debit Card,2024-11-03
TKT0112234,1284120,The Ugly Stepsister,2025-03-07,no,FALSE,Miraj,Ahmedabad,Evening,Silver,24,Male,5,VIP,150,765,Wallet,2025-03-11
TKT0112235,760329,The Smashing Machine,2025-10-10,en,FALSE,Wave,Kolkata,Night,Platinum,32,Female,4,Balcony,170,694,Wallet,2025-10-10
TKT0112236,1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025-09-26,ja,FALSE,Cinepolis,Pune,Evening,Platinum,69,Other,3,Student,230,707,Wallet,2025-10-19
TKT0112237,1086910,The Lost Princess,2025-10-16,en,FALSE,Miraj,Kolkata,Afternoon,Silver,62,Female,2,VIP,170,365,UPI,2025-10-23
TKT0112238,1107216,Pets on a Train,2025-07-02,fr,FALSE,Mukta A2,Ahmedabad,Morning,Platinum,63,Male,5,Student,190,969,Net Banking,2025-07-06
TKT0112239,1010756,The Strangers: Chapter 2,2025-09-26,en,FALSE,Cinepolis,Delhi,Night,Gold,27,Male,5,VIP,140,709,Net Banking,2025-10-08
TKT0112240,1280450,Stolen Girl,2025-09-04,en,FALSE,Cinepolis,Delhi,Afternoon,Gold,66,Male,2,Regular,170,354,Credit Card,2025-09-23
TKT0112241,760329,The Smashing Machine,2025-10-10,en,FALSE,Mukta A2,Hyderabad,Morning,Silver,41,Male,2,Regular,220,453,Wallet,2025-10-21
TKT0112242,1559092,Will,2025-10-10,ta,FALSE,Wave,Hyderabad,Afternoon,Gold,42,Male,4,Student,230,928,Debit Card,2025-10-25
TKT0112243,1197137,Black Phone 2,2025-10-17,en,FALSE,Carnival,Ahmedabad,Morning,Gold,14,Male,5,VIP,170,869,Wallet,2025-10-28
TKT0112244,1321108,Dude,2025-10-17,ta,FALSE,Miraj,Chandigarh,Night,Gold,51,Other,1,VIP,180,203,Debit Card,2025-10-19
TKT0112245,604079,The Long Walk,2025-09-10,en,FALSE,PVR Cinemas,Mumbai,Afternoon,Silver,17,Female,3,VIP,140,426,Wallet,2025-09-15
TKT0112246,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,Carnival,Pune,Morning,Silver,40,Female,3,Balcony,140,444,UPI,2025-10-01
TKT0112247,604079,The Long Walk,2025-09-10,en,FALSE,Miraj,Bangalore,Morning,Platinum,13,Male,4,Regular,220,897,UPI,2025-09-15
TKT0112248,1280450,Stolen Girl,2025-09-04,en,FALSE,Miraj,Delhi,Evening,Silver,56,Male,1,Regular,140,148,Credit Card,2025-09-29
TKT0112249,1390615,Raktabeej 2,2025-09-25,bn,FALSE,Carnival,Ahmedabad,Afternoon,Platinum,26,Female,2,Balcony,220,448,Credit Card,2025-10-07
TKT0112250,1257009,Primitive War,2025-09-01,en,FALSE,Cinepolis,Ahmedabad,Night,Silver,37,Male,1,Student,230,253,Wallet,2025-09-20
TKT0112251,507244,Afterburn,2025-08-20,en,FALSE,Mukta A2,Kolkata,Morning,Silver,11,Female,3,Regular,220,681,UPI,2025-09-16
TKT0112252,1156594,Our Fault,2025-10-15,es,FALSE,PVR Cinemas,Bangalore,Afternoon,Gold,50,Male,4,Regular,170,692,Wallet,2025-10-23
TKT0112253,1186350,Marco,2024-12-20,ml,FALSE,Cinepolis,Chandigarh,Afternoon,Silver,27,Male,3,Regular,170,523,Credit Card,2024-12-25
TKT0112254,1186532,The Forge,2024-12-22,en,FALSE,Mukta A2,Pune,Afternoon,Silver,56,Male,3,Student,99,302,Debit Card,2025-01-20
TKT0112255,1518769,Singh vs Kaur 2,2025-10-02,en,FALSE,Carnival,Chandigarh,Afternoon,Gold,46,Female,3,Balcony,170,529,UPI,2025-10-08
TKT0112256,927254,The Twits,2025-10-17,en,FALSE,Mukta A2,Hyderabad,Evening,Gold,70,Male,5,Regular,160,817,Wallet,2025-10-25
TKT0112257,1234821,Jurassic World Rebirth,2025-07-04,en,TRUE,INOX,Ahmedabad,Evening,Platinum,13,Female,4,VIP,140,565,Debit Card,2024-11-03
TKT0112258,238,The Godfather,2025-09-12,en,TRUE,Miraj,Kolkata,Evening,Silver,35,Other,4,Regular,180,742,Net Banking,2024-11-03
TKT0112259,1442544,Valsala Club,2025-09-26,ml,FALSE,Miraj,Pune,Night,Platinum,58,Other,3,Regular,140,433,UPI,2025-10-07
TKT0112260,1553472,Marutham,2025-10-10,ta,TRUE,PVR Cinemas,Delhi,Morning,Platinum,54,Male,1,Balcony,170,176,Credit Card,2024-11-03
TKT0112261,1156594,Our Fault,2025-10-15,es,FALSE,Miraj,Bangalore,Evening,Silver,24,Male,3,Student,160,496,Wallet,2025-10-25
TKT0112262,1512087,Punha Shivajiraje Bhosale,2025-10-17,mr,FALSE,PVR Cinemas,Mumbai,Evening,Silver,43,Male,4,Balcony,170,687,Credit Card,2025-10-22
TKT0112263,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,Cinepolis,Chandigarh,Night,Gold,67,Male,4,VIP,170,696,Wallet,2025-10-22
TKT0112264,1010756,The Strangers: Chapter 2,2025-09-26,en,FALSE,Carnival,Hyderabad,Evening,Gold,60,Female,3,Student,220,667,Debit Card,2025-10-20
TKT0112265,755898,War of the Worlds,2025-07-29,en,FALSE,Carnival,Chandigarh,Night,Platinum,68,Male,1,Balcony,230,246,UPI,2025-08-23
TKT0112266,1428278,K-Ramp,2025-10-18,te,TRUE,Wave,Chandigarh,Evening,Gold,40,Male,5,VIP,160,825,Credit Card,2024-11-03
TKT0112267,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,INOX,Hyderabad,Afternoon,Silver,27,Male,5,Student,150,757,Debit Card,2025-08-09
TKT0112268,1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-26,ja,TRUE,INOX,Mumbai,Evening,Gold,30,Female,2,Balcony,220,457,Wallet,2024-11-03
TKT0112269,1512087,Punha Shivajiraje Bhosale,2025-10-17,mr,FALSE,Miraj,Delhi,Night,Silver,34,Female,4,Regular,140,571,Credit Card,2025-10-31
TKT0112270,1086260,The Astronaut,2025-09-26,en,FALSE,Cinepolis,Mumbai,Night,Platinum,66,Male,1,Balcony,220,226,UPI,2025-10-24
TKT0112271,1284120,The Ugly Stepsister,2025-03-07,no,FALSE,Wave,Hyderabad,Afternoon,Gold,53,Male,5,VIP,140,721,Credit Card,2025-03-16
TKT0112272,894924,Raghu Dakat,2025-09-25,bn,FALSE,Miraj,Hyderabad,Night,Silver,54,Female,4,Balcony,140,584,UPI,2025-10-17
TKT0112273,927254,The Twits,2025-10-17,en,FALSE,Carnival,Hyderabad,Night,Gold,18,Male,4,VIP,220,895,Net Banking,2025-10-20
TKT0112274,1413637,Sasivadane,2025-10-10,te,FALSE,Cinepolis,Mumbai,Morning,Silver,10,Female,2,Regular,180,381,Debit Card,2025-10-18
TKT0112275,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-09-12,ja,TRUE,Miraj,Delhi,Morning,Gold,20,Female,3,Regular,140,439,Wallet,2024-11-03
TKT0112276,1046732,Joto Kando Kolkatatei,2025-09-25,bn,FALSE,PVR Cinemas,Kolkata,Night,Gold,20,Male,4,VIP,140,565,Debit Card,2025-10-09
TKT0112277,1321108,Dude,2025-10-17,ta,FALSE,PVR Cinemas,Pune,Night,Platinum,44,Female,2,Balcony,230,484,Net Banking,2025-10-19
TKT0112278,1186532,The Forge,2024-12-22,en,FALSE,Wave,Hyderabad,Night,Silver,47,Female,5,Regular,150,761,UPI,2024-12-28
TKT0112279,1535290,Host,2025-10-09,th,FALSE,Wave,Delhi,Night,Silver,66,Male,1,Regular,230,245,Debit Card,2025-10-18
TKT0112280,604079,The Long Walk,2025-09-10,en,FALSE,Carnival,Kolkata,Afternoon,Silver,11,Male,2,Balcony,220,453,UPI,2025-10-06
TKT0112281,1442544,Valsala Club,2025-09-26,ml,FALSE,PVR Cinemas,Ahmedabad,Afternoon,Silver,29,Male,4,Balcony,140,579,UPI,2025-10-09
TKT0112282,1078605,Weapons,2025-08-08,en,FALSE,Wave,Hyderabad,Morning,Gold,49,Male,1,Student,170,187,Debit Card,2025-08-27
TKT0112283,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,Carnival,Chandigarh,Afternoon,Silver,23,Female,2,Balcony,140,297,Net Banking,2025-09-24
TKT0112284,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,PVR Cinemas,Hyderabad,Night,Silver,45,Male,5,Student,120,608,Net Banking,2025-06-16
TKT0112285,338969,The Toxic Avenger Unrated,2025-08-28,en,FALSE,Cinepolis,Bangalore,Afternoon,Platinum,23,Female,5,Student,170,869,UPI,2025-09-18
TKT0112286,1038392,The Conjuring: Last Rites,2025-09-05,en,FALSE,INOX,Kolkata,Night,Gold,69,Female,4,Regular,140,572,Net Banking,2025-10-02
TKT0112287,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,PVR Cinemas,Chandigarh,Morning,Silver,63,Female,3,Regular,120,378,Credit Card,2025-06-16
TKT0112288,1504848,LegendSaravanan02,2025-10-17,ta,FALSE,Miraj,Chandigarh,Morning,Platinum,69,Other,5,Student,230,1159,Net Banking,2025-10-19
TKT0112289,1511789,Captain Hook - The Cursed Tides,2025-07-11,en,FALSE,Miraj,Ahmedabad,Evening,Silver,57,Male,1,VIP,220,238,Wallet,2025-07-30
TKT0112290,1072699,Inside Furioza,2025-10-15,pl,FALSE,Miraj,Chandigarh,Afternoon,Platinum,15,Male,2,Regular,170,361,Credit Card,2025-10-22
TKT0112291,1291661,Tide,2024-09-12,en,FALSE,PVR Cinemas,Mumbai,Morning,Gold,33,Male,5,Regular,220,1115,UPI,2024-10-07
TKT0112292,1306525,The Elixir,2025-10-23,id,FALSE,Cinepolis,Hyderabad,Morning,Platinum,14,Male,3,Student,140,444,UPI,2025-10-28
TKT0112293,985379,Diesel,2025-10-17,ta,FALSE,Carnival,Bangalore,Evening,Platinum,55,Female,1,Balcony,160,180,Net Banking,2025-10-25
TKT0112294,1086260,The Astronaut,2025-09-26,en,FALSE,Cinepolis,Delhi,Night,Platinum,23,Female,2,Regular,190,404,UPI,2025-10-04
TKT0112295,1156593,Your Fault,2024-12-27,es,FALSE,Wave,Pune,Night,Platinum,51,Male,1,Regular,150,170,UPI,2025-01-07
TKT0112296,1306525,The Elixir,2025-10-23,id,FALSE,Carnival,Pune,Night,Silver,20,Male,5,Student,140,719,Debit Card,2025-10-27
TKT0112297,575265,Mission: Impossible - The Final Reckoning,2025-05-17,en,FALSE,Carnival,Delhi,Evening,Silver,50,Male,2,Regular,180,372,Debit Card,2025-06-03
TKT0112298,1186350,Marco,2024-12-20,ml,FALSE,Cinepolis,Bangalore,Morning,Gold,54,Male,1,Student,170,176,Wallet,2024-12-27
TKT0112299,1156593,Your Fault,2024-12-27,es,FALSE,Carnival,Hyderabad,Afternoon,Gold,50,Female,5,VIP,150,764,Debit Card,2025-01-15
TKT0112300,1328803,Prisoner of War,2025-09-19,en,FALSE,Miraj,Hyderabad,Evening,Platinum,70,Female,2,Student,240,505,Credit Card,2025-09-27
TKT0112301,1087192,How to Train Your Dragon,2025-06-13,en,FALSE,PVR Cinemas,Chandigarh,Afternoon,Silver,34,Female,5,VIP,150,772,Debit Card,2025-06-20
TKT0112302,1070157,Balti,2025-09-26,ml,FALSE,Miraj,Bangalore,Evening,Silver,28,Male,2,Student,170,350,Net Banking,2025-10-07
TKT0112303,1330421,Bone Lake,2025-10-02,en,FALSE,Mukta A2,Chandigarh,Evening,Platinum,65,Male,1,Balcony,170,189,Net Banking,2025-10-27
TKT0112304,894924,Raghu Dakat,2025-09-25,bn,FALSE,INOX,Mumbai,Evening,Gold,54,Male,2,Student,170,360,Credit Card,2025-10-20
TKT0112305,1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-26,ja,TRUE,PVR Cinemas,Delhi,Afternoon,Silver,33,Male,2,Balcony,170,357,Debit Card,2024-11-03
TKT0112306,1280450,Stolen Girl,2025-09-04,en,FALSE,Wave,Ahmedabad,Evening,Platinum,29,Male,1,Regular,109,117,Wallet,2025-09-21
TKT0112307,1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-26,ja,TRUE,Wave,Mumbai,Evening,Silver,55,Female,3,Balcony,170,520,Debit Card,2024-11-03
TKT0112308,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,Carnival,Hyderabad,Afternoon,Platinum,67,Male,1,Balcony,140,156,Debit Card,2025-10-16
TKT0112309,1306525,The Elixir,2025-10-23,id,FALSE,Wave,Pune,Afternoon,Platinum,70,Male,5,Regular,180,916,Credit Card,2025-10-26
TKT0112310,1184918,The Wild Robot,2024-09-12,en,TRUE,Miraj,Bangalore,Morning,Silver,14,Female,4,VIP,150,621,Net Banking,2024-11-03
TKT0112311,1306525,The Elixir,2025-10-23,id,FALSE,Carnival,Delhi,Night,Platinum,52,Other,5,Student,170,855,Wallet,2025-10-23
TKT0112312,1301278,Karam,2025-09-25,ml,FALSE,PVR Cinemas,Mumbai,Evening,Silver,14,Female,4,Student,230,932,Net Banking,2025-10-18
TKT0112313,1197137,Black Phone 2,2025-10-17,en,FALSE,Miraj,Hyderabad,Afternoon,Gold,52,Female,5,VIP,220,1118,UPI,2025-10-24
TKT0112314,1296414,Theatre: The Myth of Reality,2025-10-16,ml,FALSE,Miraj,Pune,Evening,Silver,38,Female,5,VIP,220,1120,Debit Card,2025-10-29
TKT0112315,1083637,Kantara: Chapter 1,2025-10-02,kn,FALSE,Wave,Kolkata,Afternoon,Platinum,60,Male,4,Regular,190,780,Credit Card,2025-10-25
TKT0112316,1156594,Our Fault,2025-10-15,es,FALSE,INOX,Ahmedabad,Afternoon,Platinum,16,Female,5,Student,220,1115,Net Banking,2025-10-15
TKT0112317,1560204,Kambi Katna Kathai,2025-10-17,ta,FALSE,PVR Cinemas,Mumbai,Morning,Platinum,11,Male,1,Regular,140,148,Credit Card,2025-10-27
